recipe_id,recipe_name,category,area,country,ingredient_names,ingredient_measures,ingredient_count,source_url,youtube_url,thumbnail_url,mealdb_url,fetched_at
mealdb#53005,Strawberry Rhubarb Pie,Dessert,British,United Kingdom,Flour|Salt|Sugar|Butter|Water|Rhubarb|Strawberries|Cornstarch|Sugar|Cinnamon|Lemon Juice|Unsalted Butter|Milk|Sugar,350g|1 tsp|2 tbs|1 cup|1/2 cup|450g|450g|3 tbs|150g|1/4 tsp|1 tsp|2 tbs|2 tbs|Spinkling,14,https://www.joyofbaking.com/StrawberryRhubarbPie.html,https://www.youtube.com/watch?v=tGw5Pwm4YA0,https://www.themealdb.com/images/media/meals/178z5o1585514569.jpg,https://www.themealdb.com/meal/53005,2026-08-10T01:05:06Z
mealdb#52889,Summer Pudding,Dessert,British,United Kingdom,Strawberries|Blackberries|Redcurrants|Raspberries|Caster Sugar|Bread,300g|250g|100g|500g|175g|7 Slices,6,https://www.bbcgoodfood.com/recipes/4516/summer-pudding,https://www.youtube.com/watch?v=akJIO6UhXtA,https://www.themealdb.com/images/media/meals/rsqwus1511640214.jpg,https://www.themealdb.com/meal/52889,2026-08-10T01:05:06Z
mealdb#52882,Three Fish Pie,Seafood,British,United Kingdom,Potatoes|Butter|Milk|Gruyere|Butter|Leek|Plain Flour|White Wine|Milk|Parsley|Salmon|Haddock|Smoked Haddock|Eggs,1kg|Knob|Dash|50g|75g|2 sliced|75g|150ml|568ml|2 tbs chopped|250g|250g|250g|6,14,https://www.bbc.co.uk/food/recipes/three_fish_pie_58875,https://www.youtube.com/watch?v=Ds1Jb8H5Sg8,https://www.themealdb.com/images/media/meals/spswqs1511558697.jpg,https://www.themealdb.com/meal/52882,2026-08-10T01:05:06Z
mealdb#52822,Toad In The Hole,Pork,British,United Kingdom,sausages|vegetable oil|plain flour|eggs|horseradish|milk|cherry tomatoes,8|3 tbsp|100g|2 medium|1 tbsp grated|225ml|200g,7,http://www.deliciousmagazine.co.uk/recipes/georgina-fuggles-horseradish-and-vine-tomato-toad-in-the-hole/,https://www.youtube.com/watch?v=t1dWkDrC330,https://www.themealdb.com/images/media/meals/ytuvwr1503070420.jpg,https://www.themealdb.com/meal/52822,2026-08-10T01:05:06Z
mealdb#52892,Treacle Tart,Dessert,British,United Kingdom,Plain Flour|Butter|Golden Syrup|Breadcrumbs|Lemons|Eggs,250g|135g|400g|150g|Zest of 2|1 beaten,6,https://www.bbc.co.uk/food/recipes/mary_berrys_treacle_tart_28524,https://www.youtube.com/watch?v=YMmgKCNcqwI,https://www.themealdb.com/images/media/meals/wprvrw1511641295.jpg,https://www.themealdb.com/meal/52892,2026-08-10T01:05:06Z
mealdb#52845,Turkey Meatloaf,Miscellaneous,British,United Kingdom,Olive Oil|Onion|Garlic|Worcestershire Sauce|Tomato Puree|Turkey Mince|Eggs|Breadcrumbs|Barbeque Sauce|Cannellini Beans|Parsley,1 tblsp|1 large|1 clove peeled crushed|2 tblsp|3 tsp|500g|1 large|85g|2 tblsp|800g|2 tblsp,11,https://www.bbcgoodfood.com/recipes/turkey-meatloaf,https://www.youtube.com/watch?v=mTvlmY4vCug,https://www.themealdb.com/images/media/meals/ypuxtw1511297463.jpg,https://www.themealdb.com/meal/52845,2026-08-10T01:05:06Z
mealdb#52863,Vegetarian Casserole,Vegetarian,British,United Kingdom,Rapeseed Oil|Onion|Garlic|Paprika|Cumin|Thyme|Carrots|Celery|Red Pepper|Yellow Pepper|Tomato|Vegetable Stock Cube|Courgettes|Thyme|Lentils,1|1|3 cloves|1 tsp|½ tsp|1 tblsp|3 Medium|2 small stalks|1|1|2 x 400g tins|250ml|2 sliced|2 sprigs|250g,15,https://www.bbcgoodfood.com/recipes/1993645/vegetarian-casserole,https://www.youtube.com/watch?v=oHmKE9mWtWM,https://www.themealdb.com/images/media/meals/vptwyt1511450962.jpg,https://www.themealdb.com/meal/52863,2026-08-10T01:05:06Z
mealdb#52867,Vegetarian Chilli,Vegetarian,British,United Kingdom,Roasted Vegetables|Kidney Beans|Chopped Tomatoes|Mixed Grain,400g|1 can|1 can|1 Packet,4,https://www.bbcgoodfood.com/recipes/veggie-chilli,https://www.youtube.com/watch?v=D0bFRVH_EqU,https://www.themealdb.com/images/media/meals/wqurxy1511453156.jpg,https://www.themealdb.com/meal/52867,2026-08-10T01:05:06Z
mealdb#53097,Yorkshire Puddings,Miscellaneous,British,United Kingdom,Flour|Egg|Milk|Sunflower Oil,140g|4|200ml|Drizzle,4,https://www.bbcgoodfood.com/recipes/best-yorkshire-puddings,https://www.bing.com/videos/riverview/relatedvideo?q=yorkshire+pudding+pecipe+youtune&&mid=8A37CC95703100D3C8E58A37CC95703100D3C8E5&mcid=757E2787DB13499281255AD4321A912C&FORM=VAMGZC,https://www.themealdb.com/images/media/meals/x5qz5k1761595900.jpg,https://www.themealdb.com/meal/53097,2026-08-10T01:05:06Z
mealdb#53495,Amok Trey - Cambodian Fish Curry,Seafood,Cambodia,Cambodia,Fish fillet|Coconut Milk|Red Curry Paste|Fish Sauce|Brown Sugar|Chicken Stock|Egg|Kaffir Lime Leaves|Vegetable Oil|Banana Leaves|Cilantro|Lime,1 lb|1 Can|2 tablespoons|1 tablespoon|1 tsp|1 cup|1|2|1 tablespoon|Handful|Garnish|Garnish,12,https://recipes-for-life.com/cambodian-recipes/,,https://www.themealdb.com/images/media/meals/diuub11782687570.jpg,https://www.themealdb.com/meal/53495,2026-08-10T01:05:06Z
mealdb#53496,Bai Sach Chrouk - Grilled Pork with Rice,Pork,Cambodia,Cambodia,Pork Shoulder|Coconut Milk|Soy Sauce|Oyster Sauce|Honey|Garlic|Black Pepper|Jasmine Rice|Water|Vegetable Oil|Cucumber|Cilantro Leaves,650g|1/4 cup|3 tablespoons|2 tablespoons|2 tablespoons|4 cloves|1 tsp|2 cups|4 cups|1 tablespoon|1 sliced|Garnish,12,https://recipes-for-life.com/cambodian-recipes/,,https://www.themealdb.com/images/media/meals/f0cdwk1782688162.jpg,https://www.themealdb.com/meal/53496,2026-08-10T01:05:06Z
mealdb#53421,BEEF LOK LAK (Lok Lak Sach Ko),Beef,Cambodia,Cambodia,Beef Tenderloin|Garlic|Oil|Palm Sugar|Sea Salt|White Wine|Oyster Sauce|Soy Sauce|Sesame Seed Oil|Lettuce|Tomato|Onion|Eggs|Sea Salt|Kampot Pepper|Lime juice,1 kg|5 cloves|2 tablespoons|1.5 tablespoon|1 tsp|2 tablespoons|2 tablespoons|2 tablespoons|1.5 tablespoon|500g|400g|200g|4|1.5 tablespoon|1 tablespoon|1 tablespoon,16,https://www.chefnak.com/beef-lok-lak,https://www.youtube.com/watch?v=3oWgjFhQQW0,https://www.themealdb.com/images/media/meals/t2b8bn1779737789.jpg,https://www.themealdb.com/meal/53421,2026-08-10T01:05:06Z
mealdb#53418,"Cambodian Stir-fried Morning Glory with Pork, Fermented Soybeans, and Garlic",Pork,Cambodia,Cambodia,Morning Glory|Minced Pork|Soya Bean|Garlic|Oil|Fish Sauce|Sugar|Chilli,1 bunch|150g|2 tablespoons|4 Cloves Chopped|For frying|Dash|Dash|Sprinkling,8,https://mitziemee.com/recipe-cambodian-stir-fried-morning-glory/,https://www.youtube.com/watch?v=_LsP1TP4P9Q,https://www.themealdb.com/images/media/meals/wympxc1779734808.jpg,https://www.themealdb.com/meal/53418,2026-08-10T01:05:06Z
mealdb#53420,Cambodian Waffles (Num Poum),Dessert,Cambodia,Cambodia,Rice Flour|Wheat Flour|Coconut Milk|Palm Sugar|Eggs|Salt,1/2 cup|1/2 cup|1/2 cup|3/4 cup|2|1/2 tsp,6,https://www.phnomenon.com/index.php/cambodian-food/category/recipes/,https://www.youtube.com/watch?v=QAVOTHkYXLc,https://www.themealdb.com/images/media/meals/h7zrys1779736460.jpg,https://www.themealdb.com/meal/53420,2026-08-10T01:05:06Z
mealdb#53419,Crispy fried fish with ginger and fermented soybeans (trey chien chuon),Seafood,Cambodia,Cambodia,Ginger|Fish fillet|Tempura Flour|Oil|Garlic|Soya Bean|Sugar|Water|Spring Onions,2 cups|1 lb|2 tablespoons|2 cups|4 cloves|800g|1/2 tbs|1/2 cup|3,9,https://mitziemee.com/recipe-cambodian-fried-fish-ginger-fermented-soybeans/,https://www.youtube.com/watch?v=V0G3ODvMg0k,https://www.themealdb.com/images/media/meals/9q1ci41779735714.jpg,https://www.themealdb.com/meal/53419,2026-08-10T01:05:06Z
mealdb#53502,Khmer Banh Xeo - Cambodian Savory Pancake,Pork,Cambodia,Cambodia,Rice Flour|Cornstarch|Coconut Milk|Water|Ground Turmeric|Pork belly slices|Bean Sprouts|Onion|Vegetable Oil|Fish Sauce,1 cup|1/4 cup|1 1/4 cup|3/4 cup|1/2 tsp|1/2 lb|1 cup|1/2|2 tablespoons|Splash,10,https://recipes-for-life.com/cambodian-recipes/,,https://www.themealdb.com/images/media/meals/xrv78g1782769859.jpg,https://www.themealdb.com/meal/53502,2026-08-10T01:05:06Z
mealdb#53423,Meang Nem,Seafood,Cambodia,Cambodia,Dried Shrimp|Rice|Coconut|Orange Zest|Chilli|Peanuts|Pickled Scallion Heads|Pickled Scallion Head Brine|Galangal|Shallots|Orange Juice|Lime juice|Fish Sauce|Palm Sugar,50g|40g|100g|20g|3|50g|100g|30 ml|25g|30g|20 ml|50 ml|50 ml|50g,14,https://www.chefnak.com/meang-nem,,https://www.themealdb.com/images/media/meals/5rk8vc1779740302.jpg,https://www.themealdb.com/meal/53423,2026-08-10T01:05:06Z
mealdb#53497,Nom Banh Chok - Cambodian Noodle Soup,Chicken,Cambodia,Cambodia,Water|Chicken Thighs|Garlic|Vegetable Oil|Fish Sauce|Salt|Sugar|Rice Noodles|Bean Sprouts|Mint|Lime|Red Chilli,8 cups|1lb|4 Cloves Crushed|2 tablespoons|1 tablespoon|1 tsp|1 tsp|8 oz|2 cups|1 cup|1|1,12,https://recipes-for-life.com/cambodian-recipes/,,https://www.themealdb.com/images/media/meals/6g9gif1782688663.jpg,https://www.themealdb.com/meal/53497,2026-08-10T01:05:06Z
mealdb#53500,Num Ansom - Sticky Rice Cake,Side,Cambodia,Cambodia,Glutinous Rice|Coconut Milk|Brown Sugar|Salt|Banana Leaves|Mung Bean Paste,2 cups|1 cup|1/2 cup|1/2 tsp|8|1 cup,6,https://recipes-for-life.com/cambodian-recipes/,,https://www.themealdb.com/images/media/meals/fycrai1782690897.jpg,https://www.themealdb.com/meal/53500,2026-08-10T01:05:06Z
mealdb#53422,Num E (Sticky Rice Balls in Sugar Syrup and Coconut Cream),Side,Cambodia,Cambodia,Sticky Rice Flour|Pandan Leaves|Beetroot|Pumpkin|Taro|Longan|Coconut|Water|Water|Salt|Ginger|Coconut Cream,700g|7|1/4|100g|100g|100g|200g|2L|1 L|1/2 tsp|5 Slices|3 Cups,12,https://www.chefnak.com/sticky-rice-balls-in-coconut-syrup,https://www.youtube.com/watch?v=RDlkKhMho90,https://www.themealdb.com/images/media/meals/5572yt1779739329.jpg,https://www.themealdb.com/meal/53422,2026-08-10T01:05:06Z
mealdb#53501,Num Pang - Cambodian Baguette Sandwich,Chicken,Cambodia,Cambodia,Baguette|Chicken Thighs|Soy Sauce|Honey|Vegetable Oil|Carrots|Daikon Radish|Rice Vinegar|Sugar|Mayonnaise|Sriracha|Cilantro Leaves|Cucumber,4|1 lb|1/4 cup|2 tablespoons|2 tablespoons|1/2 cup|1/2 cup|1/4 cup|1 tablespoon|1/4 cup|1 tablespoon|1/2 cup|1/4 cup,13,https://recipes-for-life.com/cambodian-recipes/,,https://www.themealdb.com/images/media/meals/o93jur1782769321.jpg,https://www.themealdb.com/meal/53501,2026-08-10T01:05:06Z
mealdb#53499,Prahok Ktis - Pork and Coconut Dip,Pork,Cambodia,Cambodia,Ground Pork|Coconut Milk|Prahok|Vegetable Oil|Garlic|Shallots|Chilli|Brown Sugar|Fish Sauce|Lime|Cilantro,1 lb|1 cup|3 tablespoons|2 tablespoons|4 Cloves Crushed|2 chopped|2|1 tablespoon|2 tablespoons|Juice of 1|Garnish,11,https://recipes-for-life.com/cambodian-recipes/,,https://www.themealdb.com/images/media/meals/g80f4t1782690273.jpg,https://www.themealdb.com/meal/53499,2026-08-10T01:05:06Z
mealdb#53498,Samlar Kari - Khmer Red Curry,Chicken,Cambodia,Cambodia,Vegetable Oil|Chicken Thighs|Onion|Garlic|Ginger|Red Curry Paste|Coconut Milk|Chicken Stock|Fish Sauce|Brown Sugar|Bamboo Shoot|Red Pepper|Basil|Lime,1 tablespoon|1 lb|1 medium chopped|3 Cloves Crushed|1 tablespoon|2 tablespoons|1 can|1 cup|1 tablespoon|1 tablespoon|1 cup|1 sliced|Pinch|To serve,14,https://recipes-for-life.com/cambodian-recipes/,,https://www.themealdb.com/images/media/meals/k5qzdl1782689660.jpg,https://www.themealdb.com/meal/53498,2026-08-10T01:05:06Z
mealdb#53503,Samlar Machu Kreung - Cambodian Sour Stew,Chicken,Cambodia,Cambodia,Chicken Thighs|Vegetable Oil|Water|Tamarind Paste|Fish Sauce|Sugar|Pineapple Chunks|Cherry Tomatoes|Green Beans|Lemongrass|Kaffir Lime Leaves|Chilli,1 lb|1 tablespoon|4 cups|2 tablespoons|1 tablespoon|1 tsp|1 cup|1 cup|1 cup|1 Stalk|2|1 sliced,12,https://recipes-for-life.com/cambodian-recipes/,,https://www.themealdb.com/images/media/meals/bmbvjk1782770310.jpg,https://www.themealdb.com/meal/53503,2026-08-10T01:05:06Z
mealdb#53373,Air Fryer Egg Rolls,Side,Chinese,China,Olive Oil|Ground Pork|Garlic|Ginger|Carrots|Scallions|Cabbage|Soy Sauce|Rice Vinegar|Egg Roll Wrappers|Oil|Duck Sauce|Plum Sauce|Soy Sauce,1 tablespoon|1 lb|1 clove peeled crushed|1 tablespoon|1 medium|3 chopped|3 Cups|1 tablespoon|1 tablespoon|12|For brushing|To serve|To serve|To serve,14,https://www.simplyrecipes.com/recipes/air_fryer_chinese_egg_rolls/,https://www.youtube.com/watch?v=XnA-wcVb4l0,https://www.themealdb.com/images/media/meals/grhn401765687086.jpg,https://www.themealdb.com/meal/53373,2026-08-10T01:05:06Z
mealdb#53366,Beef and Broccoli Stir-Fry,Beef,Chinese,China,Soy Sauce|Dry sherry|Cornstarch|Black Pepper|Sirloin steak|Oyster Sauce|Dry sherry|Soy Sauce|Chicken Stock|Broccoli|High Heat Cooking Oil|Garlic|Cornstarch|Water,1 tsp|1 tsp|1/2 tsp|1/8 teaspoon|1 lb|2 tablespoons|1 tsp|1 tablespoon|1/4 cup|1 lb|2 tablespoons|2 cloves minced|1 tsp|1 tablespoon,14,https://www.simplyrecipes.com/recipes/broccoli_beef/,https://www.youtube.com/watch?v=BBABeZjlRM8,https://www.themealdb.com/images/media/meals/m0p0j81765568742.jpg,https://www.themealdb.com/meal/53366,2026-08-10T01:05:06Z
mealdb#52952,Beef Lo Mein,Beef,Chinese,China,Beef|Salt|Pepper|Sesame Seed Oil|Egg|Starch|Oil|Noodles|Onion|Minced Garlic|Ginger|Bean Sprouts|Mushrooms|Water|Oyster Sauce|Sugar|Soy Sauce,1/2 lb|pinch|pinch|2 tsp|1/2|3 tbs|5 tbs|1/4 lb|1/2 cup|1 tsp|1 tsp|1 cup|1 cup|1 cup|1 tbs|1 tsp|1 tsp,17,https://sueandgambo.com/pages/beef-lo-mein,https://www.youtube.com/watch?v=ZT9LSsNXXe0,https://www.themealdb.com/images/media/meals/1529444830.jpg,https://www.themealdb.com/meal/52952,2026-08-10T01:05:06Z
mealdb#52956,Chicken Congee,Chicken,Chinese,China,Chicken|Salt|Pepper|Ginger Cordial|Ginger|Spring Onions|Rice|Water|Coriander,8 oz|pinch|pinch|1 tsp|1 tsp|1 tbs|1/2 cup|8 cups|2 oz,9,https://sueandgambo.com/pages/chicken-congee,https://www.youtube.com/watch?v=kqEfk801E94,https://www.themealdb.com/images/media/meals/1529446352.jpg,https://www.themealdb.com/meal/52956,2026-08-10T01:05:06Z
mealdb#53367,Chicken Fried Rice,Chicken,Chinese,China,Chicken Thighs|Salt|Canola Oil|Egg|Onion|Garlic|Ground Ginger|Carrots|Peas|Jasmine Rice|Scallions|Chinese five spice powder|Soy Sauce|Sesame Seed Oil,1 lb|1 tsp|3 tablespoons|3 Large|2/3 Cup|2 cloves minced|2 tsp|1 large|2/3 Cup|4 cups|2 sliced|1/2 tsp|2.5 tbsp|1 tsp,14,https://www.simplyrecipes.com/recipes/chicken_fried_rice/,https://www.youtube.com/watch?v=mUr-7wjhHuU,https://www.themealdb.com/images/media/meals/wuyd2h1765655837.jpg,https://www.themealdb.com/meal/53367,2026-08-10T01:05:06Z
mealdb#53365,Chinese Orange Chicken,Chicken,Chinese,China,Orange|Orange Juice|Soy Sauce|Water|Rice Vinegar|Cornstarch|Sesame Seed Oil|Sugar|Chicken Thighs|Egg|Salt|Black Pepper|Cornstarch|All purpose flour|Vegetable Oil|Garlic|Shallots|Scallions|Sesame Seed|Rice,Zest of 1|1/4 cup|1/4 cup|1/4 cup|1/3 cup|1 tablespoon|1 tablespoon|1/2 cup|650g|2 large|1 tsp|1/4 tsp|1/2 cup|1/2 cup|2 cups|2 cloves chopped|1 chopped|Sliced|Garnish|To serve,20,https://www.simplyrecipes.com/recipes/chinese_orange_chicken/,https://www.youtube.com/watch?v=-222Dutomek,https://www.themealdb.com/images/media/meals/s73ytv1765567838.jpg,https://www.themealdb.com/meal/53365,2026-08-10T01:05:06Z
mealdb#53372,Chinese Tomato Egg Stir Fry,Vegetarian,Chinese,China,Plum Tomatoes|Vegetable Oil|Eggs|Sesame Seed Oil|Chicken Bouillon Powder|Sugar|Pepper|Salt|Spring Onions|Jasmine Rice,1 lb|1 tablespoon|5 Large|1 tsp|2 tsp|2 tsp|1/2 tsp|1/4 tsp|1|2 cups,10,https://www.simplyrecipes.com/chinese-tomato-egg-recipe-7562056,https://www.youtube.com/watch?v=Wn8ox93Qhus,https://www.themealdb.com/images/media/meals/rwvw8q1765660071.jpg,https://www.themealdb.com/meal/53372,2026-08-10T01:05:06Z
mealdb#52955,Egg Drop Soup,Vegetarian,Chinese,China,Chicken Stock|Salt|Sugar|Pepper|Sesame Seed Oil|Peas|Mushrooms|Cornstarch|Water|Spring Onions,3 cups|1/4 tsp|1/4 tsp|pinch|1 tsp|1/3 cup|1/3 cup|1 tbs|2 tbs|1/4 cup,10,https://sueandgambo.com/pages/egg-drop-soup,https://www.youtube.com/watch?v=9XpzHm9QpZg,https://www.themealdb.com/images/media/meals/1529446137.jpg,https://www.themealdb.com/meal/52955,2026-08-10T01:05:06Z
mealdb#53370,Egg Foo Young,Seafood,Chinese,China,Unsalted Beef Stock|Soy Sauce|Shaoxing Wine|Oyster Sauce|Pepper|Cornstarch|Water|Cornstarch|Water|Egg|Kosher Salt|Sugar|Spring Onions|Mung Bean Sprouts|Shrimp|Vegetable Oil|Jasmine Rice,1 cup|1 tablespoon|1 tablespoon|1 tablespoon|1/2 tsp|1 tablespoon|1 tablespoon|1 tablespoon|1 tablespoon|8 large|1/2 tsp|1/4 tsp|1|1 cup|20|3 Cups|2 cups,17,https://www.simplyrecipes.com/egg-foo-young-recipe-6890222,https://www.youtube.com/watch?v=XVTJrkgW304,https://www.themealdb.com/images/media/meals/47y6ii1765658818.jpg,https://www.themealdb.com/meal/53370,2026-08-10T01:05:06Z
mealdb#52951,General Tsos Chicken,Chicken,Chinese,China,Chicken Breast|Plain Flour|Egg|Starch|Baking Powder|Salt|Onion Salt|Garlic Powder|Water|Chicken Stock|Duck Sauce|Soy Sauce|Honey|Rice Vinegar|Sesame Seed Oil|Gochujang|Starch|Garlic|Spring Onions|Ginger,1 1/2|3/4 cup|1|2 tbs|1 tbs|1 tsp|1/2 tsp|1/4 tsp|3/4 cup|1/2 cup|1/4 cup|3 tbs|2 tbs|1 tbs|2 tbs|1/2 tbs|2 tbs|1 clove|2 chopped|1 tsp,20,https://www.skinnytaste.com/general-tsos-chicken/,https://www.youtube.com/watch?v=wWGwz0iBmvU,https://www.themealdb.com/images/media/meals/1529444113.jpg,https://www.themealdb.com/meal/52951,2026-08-10T01:05:06Z
mealdb#52954,Hot and Sour Soup,Pork,Chinese,China,Mushrooms|Wood Ear Mushrooms|Tofu|Pork|Chicken Stock|Salt|Sugar|Sesame Seed Oil|Pepper|Hotsauce|Vinegar|Soy Sauce|Cornstarch|Water|Spring Onions,1/3 cup|1/3 cup|2/3 Cup|1/2 cup|2-1/2 cups|1/2 tsp|1/4 tsp|1 tsp|1/4 tsp|1/2 tsp|1-½ cups|1 tsp|1 tbs|2 tbs|1/4 cup,15,https://sueandgambo.com/pages/chinese-hot-and-sour-soup,https://www.youtube.com/watch?v=KgV9Zq3aSTo,https://www.themealdb.com/images/media/meals/1529445893.jpg,https://www.themealdb.com/meal/52954,2026-08-10T01:05:06Z
mealdb#52945,Kung Pao Chicken,Chicken,Chinese,China,Sake|Soy Sauce|Sesame Seed Oil|Corn Flour|Water|Chicken|Chilli Powder|Rice Vinegar|Brown Sugar|Spring Onions|Garlic Clove|Water Chestnut|Peanuts,2 tbs|2 tbs|2 tbs|2 tbs|2 tbs|500g|1 tbs|1 tsp|1 tbs|4 Chopped|6 cloves|220g|100g,13,http://allrecipes.co.uk/recipe/1773/kung-pao-chicken.aspx,https://www.youtube.com/watch?v=QqdcCHQlOe0,https://www.themealdb.com/images/media/meals/1525872624.jpg,https://www.themealdb.com/meal/52945,2026-08-10T01:05:06Z
mealdb#52946,Kung Po Prawns,Seafood,Chinese,China,Prawns|Soy Sauce|Tomato Puree|Corn Flour|Caster Sugar|Sunflower Oil|Peanuts|Chilli|Brown Sugar|Garlic Clove|Water Chestnut|Ginger,400g|2 tbs|1 tsp|1 tsp|1 tsp|1 tsp|85g|3 Large|1 tbs|6 cloves|450g|to taste,12,https://www.bbcgoodfood.com/recipes/1415664/kung-po-prawns,https://www.youtube.com/watch?v=ysiuZm9FIxs,https://www.themealdb.com/images/media/meals/1525873040.jpg,https://www.themealdb.com/meal/52946,2026-08-10T01:05:06Z
mealdb#52947,Ma Po Tofu,Beef,Chinese,China,Tofu|Minced Beef|Sesame Seed Oil|Doubanjiang|Fermented Black Beans|Pepper|Salt|Sichuan pepper|Soy Sauce|Water|Olive Oil|Scallions|Spring Onions|Garlic|Ginger|Water|Cornstarch,450g|100g|1/2 tbs|1 1/2 tsp|1/2 tsp|1 tbs|1/2 tsp|1/2 tsp|1 tbs|400ml|2 tbs|2 chopped|4|2 cloves chopped|4 sliced|2 1/2 tbs|1 tbs,17,https://www.chinasichuanfood.com/mapo-tofu-recipe/,https://www.youtube.com/watch?v=IhwPQL9dFYc,https://www.themealdb.com/images/media/meals/1525874812.jpg,https://www.themealdb.com/meal/52947,2026-08-10T01:05:06Z
mealdb#53377,Napa Cabbage with Dried Shrimp,Seafood,Chinese,China,Dried Shrimp|Boiling Water|Napa Cabbage|Peanut Oil|Scallions|Ginger|Soy Sauce|Water|Cornstarch|Kosher Salt|Pepper,2 tablespoons|3/4 cup|1 head|2 tablespoons|4 Chopped|1 tablespoon|1 tablespoon|1 tablespoon|2 tsp|1 tsp|1/2 tsp,11,https://www.simplyrecipes.com/napa-cabbage-dried-shrimp-recipe-5208805,https://www.youtube.com/watch?v=Fj0JALB4_5k,https://www.themealdb.com/images/media/meals/9nh4dl1766435484.jpg,https://www.themealdb.com/meal/53377,2026-08-10T01:05:06Z
mealdb#53383,Ramen Noodles with Boiled Egg,Miscellaneous,Chinese,China,Noodles|Water|Egg|Soy Sauce|Chilli Sauce|Spring Onions|Salt|Pepper,1 Packet|2 cups|1 large|1 tbsp|1/2 tsp|1 tbls|1/2 tsp|1/2 tbs,8,,https://www.youtube.com/watch?v=AbJNVnkndS4,https://www.themealdb.com/images/media/meals/ip5xtp1769779958.jpg,https://www.themealdb.com/meal/53383,2026-08-10T01:05:06Z
mealdb#53378,Sesame Cucumber Salad,Side,Chinese,China,Cucumber|Salt|Sesame Seed Oil|Rice Vinegar|Basil Leaves|Red Chilli Flakes|Sesame Seed,2 medium|1/2 tsp|2 tsp|2 tablespoons|6|1/2 tsp|2 tsp,7,https://www.simplyrecipes.com/recipes/sesame_cucumber_salad/,https://www.youtube.com/watch?v=q37qn81lg5c,https://www.themealdb.com/images/media/meals/93iok31766436070.jpg,https://www.themealdb.com/meal/53378,2026-08-10T01:05:06Z
mealdb#52953,Shrimp Chow Fun,Seafood,Chinese,China,Rice Stick Noodles|Prawns|Egg|Pepper|Sesame Seed Oil|Cornstarch|Oil|Minced Garlic|Ginger|Onion|Bean Sprouts|Spring Onions|Cooking wine|Oyster Sauce|Sugar|Vinegar|Soy Sauce,1/2 bag|8 oz|1/2|pinch|2 tsp|2 tbs|4 tbs|1 tsp|1 tsp|1/2 cup|1 cup|1/2 cup|1 tbs|1 tbs|1/2 tbs|1/2 tbs|1 tbs,17,https://sueandgambo.com/pages/shrimp-chow-fun,https://www.youtube.com/watch?v=wzaTcpoFEaY,https://www.themealdb.com/images/media/meals/1529445434.jpg,https://www.themealdb.com/meal/52953,2026-08-10T01:05:06Z
mealdb#53375,Shrimp With Snow Peas,Seafood,Chinese,China,Cornstarch|Dry sherry|Kosher Salt|Shrimp|Peanut Oil|Ground Ginger|Garlic|Snow Peas|Soy Sauce|Chicken Stock|Scallions|Sesame Seed Oil,2 tsp|1 tablespoon|1/2 tsp|1 lb|2 tablespoons|1 tablespoon|3 cloves Chopped|1/2 lb|2 tsp|1/4 cup|4|2 tsp,12,https://www.simplyrecipes.com/recipes/shrimp_with_snow_peas/,https://www.youtube.com/watch?v=RmbTaEqabN4,https://www.themealdb.com/images/media/meals/fpl3mv1766433431.jpg,https://www.themealdb.com/meal/53375,2026-08-10T01:05:06Z
mealdb#53374,Sichuan Eggplant,Vegetarian,Chinese,China,Egg Plants|Peanut Oil|Chicken Stock|Sugar|Soy Sauce|Chilli Bean Paste|Sichuan Pepper|Ginger|Garlic|Cornstarch|Apple Cider Vinegar|Scallions|Cilantro,1.5 pounds sliced|2 tablespoons|1/4 cup|2 tsp|1/2 tsp|1 ½ tbsp|2 tsp|2 tsp|5 cloves|1 tsp|2 tsp|4 Chopped|Garnish,13,https://www.simplyrecipes.com/recipes/sichuan_eggplant/,https://www.youtube.com/watch?v=j54Af9gBmzo,https://www.themealdb.com/images/media/meals/1oz4nb1765687990.jpg,https://www.themealdb.com/meal/53374,2026-08-10T01:05:06Z
mealdb#53371,Sichuan Style Stir-Fried Chinese Long Beans,Vegetarian,Chinese,China,Chinese Long Beans|Peanut Oil|Dried Chillies|Sichuan Pepper|Salt|Sugar|Sesame Seed Oil|Soy Sauce,1/2 lb|1 tablespoon|6|1 tsp|1/4 tsp|1/2 tsp|1 tablespoon|Splash,8,https://www.simplyrecipes.com/recipes/sichuan_style_stir_fried_chinese_long_beans/,https://www.youtube.com/watch?v=7mzLphZJ3xc,https://www.themealdb.com/images/media/meals/i0610h1765659464.jpg,https://www.themealdb.com/meal/53371,2026-08-10T01:05:06Z
mealdb#53369,Silken Tofu with Sesame Soy Sauce,Vegetarian,Chinese,China,Silken Tofu|Soy Sauce|Chinese Sesame Sauce|Scallions|Sesame Seed,16 ounces|3 tablespoons|2 tablespoons|1 sliced|2 tsp,5,https://www.simplyrecipes.com/silken-tofu-with-sesame-soy-sauce-recipe-6979877,https://www.youtube.com/shorts/bSLv5vFn5Z0,https://www.themealdb.com/images/media/meals/j9nray1765657692.jpg,https://www.themealdb.com/meal/53369,2026-08-10T01:05:06Z
