primary_key,store_id,store_name,product_id,product_name,brand,size,price,category
new_world_5337881-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5337881-EA-000,Zero Lacto Blue Milk,Anchor,1L,8.4,Milk
new_world_5255602-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5255602-EA-000,Homogenised Jersey Milk,Lewis Road Creamery,1L,7.15,Milk
new_world_5227982-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5227982-EA-000,Chocolate Supremo Flavoured Milk,Primo,1L,7.29,Milk
new_world_5008663-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5008663-EA-000,Instant Whole Milk Powder,Eclipse Premium,100g,15.59,Milk
new_world_5335772-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5335772-EA-000,High Fibre + Low Fat Oat Milk,Otis Oat Milk,1L,4.69,Dairy Free & Meat Free
new_world_5026067-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5026067-EA-000,White Toast Bread,Nature's Fresh,100g,4.21,Sliced & Packaged Bread
new_world_5008057-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5008057-EA-000,Superb Soy & Linseed Toast Bread,Burgen,100g,5.19,Sliced & Packaged Bread
new_world_5204608-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5204608-EA-000,Good Seed Sprouted Bread,Home St.,100g,9.99,Sliced & Packaged Bread
new_world_5080489-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5080489-EA-000,Pure Foodie Paleo Super Seeded Bread,Venerdi,100g,14.99,Sliced & Packaged Bread
new_world_5108736-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5108736-EA-000,Pumpernickel Bread,Mestemacher,100g,7.49,Sliced & Packaged Bread
new_world_5045591-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5045591-EA-000,Ciabatta Pizza,,1pk,5.19,Frozen Meals & Snacks
new_world_5127802-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5127802-EA-000,Turkish Pockets,,ea,5.19,"Wraps, Pita & Flat Bread"
new_world_5102364-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5102364-EA-000,Plain Hamburger Buns,,ea,4.39,"Wraps, Pita & Flat Bread"
new_world_5025358-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5025358-EA-000,Honey & Olive Oil Pizza Bases,Romano's,100g,3.99,Frozen Meals & Snacks
new_world_5027047-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5027047-EA-000,Buttery Spread,Meadowlea,100g,4.19,Butter & Margarine
new_world_5002842-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5002842-EA-000,Salted Butter,Mainland,100g,9.79,Butter & Margarine
new_world_5026296-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5026296-EA-000,Lite Spread,Meadowlea,100g,4.19,Butter & Margarine
new_world_5045683-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5045683-EA-000,Avocado Olive Oil Spread,Olivani,100g,6.79,Butter & Margarine
new_world_5001057-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5001057-EA-000,Mild & Creamy Edam Cheese,Mainland,100g,7.99,Cheese
new_world_5013740-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5013740-EA-000,Smooth & Creamy Colby Cheese,Mainland,100g,7.99,Cheese
new_world_5026180-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5026180-EA-000,Mild & Creamy Edam Cheese,Mainland,100g,10.49,Cheese
new_world_5012553-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5012553-EA-000,Feta Cheese,Bouton d'or,100g,5.99,Cheese
new_world_5008626-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5008626-EA-000,Spreadable Cream Cheese,Anchor,100g,5.69,Cheese
new_world_5005482-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5005482-EA-000,Colby Flavoured Processed Cheese Slices,Pams,100g,4.49,Cheese
new_world_5015758-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5015758-EA-000,Edam Grated Cheese,Rolling Meadow,100g,11.32,Cheese
new_world_5013063-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5013063-EA-000,Light Spreadable Cream Cheese,Philadelphia,100g,5.99,Cheese
new_world_5090711-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5090711-EA-000,Noble Grated Tasty Light Aged Cheddar Cheese,Mainland,100g,9.99,Cheese
new_world_5001056-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5001056-EA-000,Special Reserve Double Cream Brie Cheese,Mainland,100g,7.69,Cheese
new_world_5011206-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5011206-EA-000,Apricot & Almond Cream Cheese,Moondarra Cheese,100g,7.27,Cheese
new_world_5268693-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5268693-EA-000,Edam Natural Cheese Sticks,Pams,100g,15.04,Cheese
new_world_5033382-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5033382-EA-000,Creamy Blue Cheese,Food Snob,100g,7.31,Cheese
new_world_5023573-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5023573-EA-000,Free Range Size 7 Eggs,Woodland,ea,11.09,Eggs
new_world_5006357-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5006357-EA-000,Free Range Mixed Grade Eggs,New Day,ea,9.29,Eggs
new_world_5271190-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5271190-EA-000,Traditional Egg Lasagne Sheets,Rana,100g,7.08,Eggs
new_world_5115870-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5115870-EA-000,Cooked Salted Duck Eggs,Hua Shun,1kg,7.49,Eggs
new_world_5019202-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5019202-EA-000,Udon Noodles Twin Pack,Pams,100g,3.09,"Pasta, Rice & Noodles"
new_world_5001572-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5001572-EA-000,Udon Noodles,Sanuki,100g,1.29,"Pasta, Rice & Noodles"
new_world_5121654-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5121654-EA-000,Ramen Wide Noodles,Lucky Pearl,100g,5.79,"Pasta, Rice & Noodles"
new_world_5225829-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5225829-EA-000,Natural Kefir Pourable Probiotic Yoghurt,The Collective,100ml,7.19,Yoghurt
new_world_5341532-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5341532-EA-000,Kalo Authentic Greek Blackcurrant Yoghurt,Meadow Fresh,100g,9.29,Yoghurt
new_world_5338723-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5338723-EA-000,Protein+ Mixed Berry Greek Style Yoghurt,Anchor,100g,2.99,Yoghurt
new_world_5087177-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5087177-EA-000,Nelson Boysenberries Yoghurt,Puhoi Valley,100g,6.59,Yoghurt
new_world_5281814-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5281814-EA-000,Protein+ Coconut Greek Style Yoghurt,Anchor,100g,9.89,Yoghurt
new_world_5334309-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5334309-EA-000,Simply Good Natural Dairy-Free Yoghurt,Plant Culture,100g,6.59,Dairy Free & Meat Free
new_world_5304866-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5304866-EA-000,Splitz Choc Berry Greek Yoghurt,The Collective,100g,3.59,Yoghurt
new_world_5301016-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5301016-EA-000,Caramel Toffee Yoghurt,Kapiti,100g,7.19,Yoghurt
new_world_5026817-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5026817-EA-000,Whole Chicken Medium,Pams Fresh,1kg,14.99,Chicken & Poultry
new_world_5100208-KGM-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5100208-KGM-000,Chicken Nibbles,,1kg,9.99,Chicken & Poultry
new_world_5342764-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5342764-EA-000,Satay Chicken Kebabs,Pams,1kg,7.49,Chicken & Poultry
new_world_5112344-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5112344-EA-000,Manuka Smoked Chicken Kranskys,Turk's,ea,8.69,Chicken & Poultry
new_world_5230824-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5230824-EA-000,Fresh New Zealand Duck Breast,Pams Finest,1kg,20.99,Chicken & Poultry
new_world_5021100-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5021100-EA-000,Original Free Range Chicken Tenders,Waitoa,1kg,12.59,Chicken & Poultry
new_world_5335277-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5335277-EA-000,Chicken Tenders,Ingham's,1kg,16.39,Chicken & Poultry
new_world_5314935-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5314935-EA-000,Free Range Crunchy Chicken Burgers,Tegel,1kg,15.99,Chicken & Poultry
new_world_5242822-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5242822-EA-000,Classic Beef Sausages,Harmony,1kg,11.99,"Mince, Sausages & Meatballs"
new_world_5263887-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5263887-EA-000,New Zealand Grass-Fed Beef Flat-Iron Steaks,Silver Fern Farms,1kg,16.99,Beef
new_world_5005864-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5005864-EA-000,Chunky Cheese Sausages,Hellers,1kg,13.49,"Mince, Sausages & Meatballs"
new_world_5262773-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5262773-EA-000,Precooked Sausages,Pams,1kg,8.99,"Mince, Sausages & Meatballs"
new_world_5252913-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5252913-EA-000,Mini Cheese Kransky Sausages,Beehive,1kg,12.79,"Mince, Sausages & Meatballs"
new_world_5092474-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5092474-EA-000,Family Franks,Hellers,1kg,13.99,"Mince, Sausages & Meatballs"
new_world_5345599-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5345599-EA-000,Street Eats Jalapeno & Cheese Loaded Dogs,Hellers,ea,9.49,"Mince, Sausages & Meatballs"
new_world_5306815-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5306815-EA-000,Sweet & Smokey Champagne Shaved Ham,Beehive,1kg,5.19,Deli Meats & Smoked Fish
new_world_5220973-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5220973-EA-000,Premium Cooked Jumbo Prawn Cutlets,Pams Finest,1kg,19.99,Seafood
new_world_5081097-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5081097-EA-000,Thrive Natural Fish & Seaweed Plant Food,Yates,500ml,18.19,Garden & Outdoor
new_world_5303240-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5303240-EA-000,Medium Grain Rice,Fortune,100g,14.79,"Pasta, Rice & Noodles"
new_world_5303239-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5303239-EA-000,Medium Grain Rice,Fortune,100g,3.69,"Pasta, Rice & Noodles"
new_world_5206566-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5206566-EA-000,Chicken Instant Noodles,Yum Yum,100g,2.99,"Pasta, Rice & Noodles"
new_world_5016267-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5016267-EA-000,Mi Goreng Barbeque Chicken Instant Cup Noodles,Indomie,100g,2.59,"Pasta, Rice & Noodles"
new_world_5012842-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5012842-EA-000,La Pasta Creamy Bacon Pasta & Sauce Single Snack,San Remo,100g,1.39,Deli Meats & Smoked Fish
new_world_5016265-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5016265-EA-000,Mi Goreng Instant Cup Noodles,Indomie,100g,2.59,"Pasta, Rice & Noodles"
new_world_5305408-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5305408-EA-000,Ricotta Tomato & Pesto Ravioli Pasta Meal,Wattie's,100g,4.99,"Cooking Sauces, Stocks & Marinades"
new_world_5001524-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5001524-EA-000,Spirals Pasta,Diamond,100g,2.99,"Pasta, Rice & Noodles"
new_world_5238248-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5238248-EA-000,Lasagne Sheets,Diamond,100g,4.09,"Pasta, Rice & Noodles"
new_world_5006232-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5006232-EA-000,Tricolour Fettuccine,Pams,100g,4.19,"Pasta, Rice & Noodles"
new_world_5036564-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5036564-EA-000,Gluten Free Spaghetti Pasta,Barilla,100g,6.19,"Pasta, Rice & Noodles"
new_world_5019548-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5019548-EA-000,Spaghetti,Garofalo,100g,6.39,"Pasta, Rice & Noodles"
new_world_5341107-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5341107-EA-000,Mushroom & Bacon Pasta & Sauce,Continental,100g,3.99,Deli Meats & Smoked Fish
new_world_5271171-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5271171-EA-000,Traditional Potato Gnocchi,Rana,100g,9.92,"Pasta, Rice & Noodles"
new_world_5258728-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5258728-EA-000,White Spelt Organic Flour,Ceres Organics,100g,9.99,Baking Supplies & Sugar
new_world_5107806-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5107806-EA-000,Organic Oat Bran,Ceres Organics,100g,8.69,Breakfast Cereals
new_world_5002752-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5002752-EA-000,White Sugar,Chelsea,100g,2.49,Baking Supplies & Sugar
new_world_5006947-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5006947-EA-000,Palm Sugar,Jeeny's,100g,3.39,Baking Supplies & Sugar
new_world_5318761-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5318761-EA-000,White Sugar Cubes,Chelsea,100g,5.89,Baking Supplies & Sugar
new_world_5271924-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5271924-EA-000,Baker's Secret Ultimate Sugar Replacement,Whole Earth,100g,13.99,Baking Supplies & Sugar
new_world_5026866-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5026866-EA-000,Naturals Coarse Himalayan Pink Salt,Mrs Rogers,10g,3.39,"Spices, Seasoning & Coatings"
new_world_5030864-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5030864-EA-000,Sea Salt Flakes,Maldon,10g,8.34,"Spices, Seasoning & Coatings"
new_world_5006066-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5006066-EA-000,Coarse Sea Salt Grinder,Pams,10g,4.49,"Spices, Seasoning & Coatings"
new_world_5006164-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5006164-EA-000,Whole Black Peppercorns Grinder,Pams,10g,4.49,"Spices, Seasoning & Coatings"
new_world_5115081-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5115081-EA-000,Mixed - Up Salt,Jane's Krazy,10g,8.79,"Spices, Seasoning & Coatings"
new_world_5003828-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5003828-EA-000,Pure Olive Oil,Pams,100ml,9.69,Oil & Vinegar
new_world_5003745-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5003745-EA-000,Extra Virgin Olive Oil,Pams,100ml,12.99,Oil & Vinegar
new_world_5012158-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5012158-EA-000,Canola Oil,Sunfield,100ml,4.99,Oil & Vinegar
new_world_5292362-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5292362-EA-000,Cold Pressed Extra Virgin High Oleic Sunflower Oil,The Good Oil,100ml,12.49,Oil & Vinegar
new_world_5003742-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5003742-EA-000,Extra Light Olive Oil,Pams,100ml,15.09,Oil & Vinegar
new_world_5344471-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5344471-EA-000,Pupple Mango Lime Flavored Drink & Blueberry Flavored Fruit Balls Bubble Tea,Bobajoy,1L,4.49,Tea
new_world_5002382-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5002382-EA-000,Italian Red Wine Vinegar,Delmaine,100ml,5.09,Oil & Vinegar
new_world_5010036-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5010036-EA-000,Lemon Pepper Flavour In Olive Oil Salmon,Sealord,1kg,3.49,Seafood
new_world_5039837-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5039837-EA-000,Sesame Oil,Nissin,100g,6.39,Oil & Vinegar
new_world_5317326-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5317326-EA-000,Basil & Olive Oil Crackers,Pams,100g,2.79,"Chips, Nuts & Snacks"
new_world_5105417-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5105417-EA-000,Aceto Red Balsamic,Giusti,100ml,23.19,Oil & Vinegar
new_world_5035357-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5035357-EA-000,Smooth & Shine Macadamia Oil Conditioner,Palmolive Naturals,100ml,7.39,Personal Care
new_world_5241617-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5241617-EA-000,Variety Pack Assorted Breakfast Cereal,Kellogg's,100g,8.29,Breakfast Cereals
new_world_5019144-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5019144-EA-000,Natural Brown Rice Flakes,Real Foods,100g,8.49,"Pasta, Rice & Noodles"
new_world_5335191-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5335191-EA-000,Vanilla & Almond Clusters & Crispy Flakes,Hubbards,100g,8.07,Baking Supplies & Sugar
new_world_5305817-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5305817-EA-000,Organic Blueberry Cashew Gluten Free Muesli,Ceres Organics,100g,13.49,Breakfast Cereals
new_world_5019518-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5019518-EA-000,Protein Energize Choc Hit Flavour Liquid Breakfast,Sanitarium Up & Go,1L,12.99,Breakfast Cereals
new_world_5012016-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5012016-EA-000,Vanilla Ice Flavour Liquid Breakfast,Sanitarium Up & Go,1L,11.99,Baking Supplies & Sugar
new_world_5010920-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5010920-EA-000,Vanilla Ice Flavour Liquid Breakfast,Sanitarium Up & Go,1L,3.19,Baking Supplies & Sugar
new_world_5013610-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5013610-EA-000,Cafe-Style Toasted Original Muesli,Vogel's,100g,9.49,Breakfast Cereals
new_world_5348787-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5348787-EA-000,Chocolate Max Protein,Hubbards,100g,10.09,"Chocolate, Sweets & Chewing Gum"
new_world_5272645-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5272645-EA-000,Crisp Apple Burst Multipurpose Cleaner Antibacterial Spray,Dettol,100ml,6.69,Household Cleaning & Paper
new_world_5287631-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5287631-EA-000,Anti Dandruff Apple Fresh Conditioner,Head & Shoulders,100ml,14.99,Personal Care
new_world_5334074-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5334074-EA-000,Blackcurrant Apple Pre + Probiotic Soda Drink,Moodi,1L,4.99,"Soft Drinks, Water & Juice"
new_world_5040730-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5040730-EA-000,Fairtrade Bananas,,1pk,5.29,Fruit
new_world_5341072-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5341072-EA-000,Strawberry & Banana Yoghurt Melts 12+ Months,Little Bellies,100g,6.49,Yoghurt
new_world_5023479-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5023479-EA-000,100% Orange Juice,The Homegrown Juice Company,1L,7.29,Juice & Smoothies
new_world_5006676-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5006676-EA-000,Juice Kitchen Premium Orange Juice,Keri,1L,3.99,Juice & Smoothies
new_world_5239963-KGM-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5239963-KGM-000,Grapefruit,,1kg,5.79,Fruit
new_world_5018203-EA-000,c8998066-d39b-401c-aa6b-d6d18f8d122f,New World Albany,5018203-EA-000,Antibacterial 2 Hour Defence Orange Liquid Hand Wash Refill,Palmolive,100ml,5.19,Personal Care
